"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.860173163E1,4.521067873E-1,-9.973420322E-1,-1.311600637E-1,1.102857488E0
8.861170162E1,6.629662277E-1,-8.872956795E-1,-2.985787117E-1,1.147156087E0
8.862167163E1,7.545244154E-1,-7.826679415E-1,-4.772123194E-1,1.187269050E0
8.863164162E1,7.596437258E-1,-7.370286691E-1,-5.802905452E-1,1.207065436E0
8.864161062E1,7.807156292E-1,-7.061436760E-1,-6.363478017E-1,1.230078985E0
8.865158063E1,8.531816346E-1,-6.516768622E-1,-8.119022655E-1,1.346026346E0
8.866155062E1,9.483110093E-1,-6.742307425E-1,-9.860604143E-1,1.525187203E0
8.867152063E1,1.052123719E0,-7.970450753E-1,-1.205840878E0,1.787819173E0
8.868149062E1,1.143315140E0,-8.725729752E-1,-1.356701381E0,1.977167606E0
8.869146063E1,1.209032874E0,-9.374677134E-1,-1.231768602E0,1.964143603E0
8.870143062E1,1.147514464E0,-1.081972877E0,-1.198541214E0,1.980897724E0
8.871140063E1,9.443202116E-1,-1.146924334E0,-1.316721629E0,1.985178062E0
8.872137062E1,7.872851222E-1,-1.065487238E0,-1.164323308E0,1.763726080E0
8.873133962E1,6.695012221E-1,-8.532298011E-1,-8.694856453E-1,1.390049735E0
8.874130963E1,6.240496454E-1,-6.065679324E-1,-7.457948148E-1,1.146111915E0
8.875127962E1,5.517420264E-1,-4.818819058E-1,-5.899360756E-1,9.405604756E-1
8.876124963E1,4.324782691E-1,-4.280892760E-1,-3.767232406E-1,7.156942654E-1
8.877121962E1,3.763133508E-1,-3.287158459E-1,-1.112994111E-1,5.119115200E-1
8.878118963E1,2.788371230E-1,-1.620491499E-1,7.296959683E-4,3.225067450E-1
8.879115962E1,2.412871081E-1,2.176298583E-1,-1.821548374E-1,3.725085348E-1
8.880112963E1,4.087405470E-1,7.260148537E-1,-5.928503279E-1,1.022564381E0
8.881109863E1,6.791251543E-1,1.291897275E0,-1.024827454E0,1.783390270E0
8.882106862E1,9.298785391E-1,1.896015809E0,-1.248574669E0,2.453260840E0
8.883103863E1,1.188494090E0,2.416263635E0,-1.277969792E0,2.980613183E0
8.884100862E1,1.510185530E0,2.729179720E0,-1.321532718E0,3.387555313E0
8.885097863E1,1.742042394E0,2.508880607E0,-1.474001205E0,3.391441163E0
8.886094862E1,1.722055588E0,1.871442885E0,-1.527388623E0,2.966595679E0
8.887091863E1,1.668107422E0,1.373256018E0,-1.383731890E0,2.565760785E0
8.888088862E1,1.670011568E0,1.204689562E0,-1.109927904E0,2.339263886E0
8.889085863E1,1.556170080E0,1.475030315E0,-7.826778817E-1,2.282534647E0
8.890082763E1,1.240654908E0,1.956438596E0,-5.517760134E-1,2.381456141E0
8.891079762E1,8.045716844E-1,2.228216595E0,-6.875880488E-1,2.466791867E0
8.892076763E1,4.234228324E-1,2.092306838E0,-9.118370283E-1,2.321310312E0
8.893073762E1,1.642502611E-1,1.568072965E0,-4.123480598E-1,1.629681531E0
8.894070763E1,-1.018908756E-1,1.113992815E0,3.393512734E-1,1.168982904E0
8.895067762E1,-3.343115582E-1,8.566743958E-1,9.436167184E-1,1.317599237E0
8.896064763E1,-5.699607079E-1,7.605075788E-1,1.515866100E0,1.789155392E0
8.897061762E1,-8.572123396E-1,8.462622589E-1,1.704604865E0,2.087259101E0
8.898058763E1,-1.008374924E0,9.661459672E-1,1.620289185E0,2.139064062E0
8.899055663E1,-1.036757236E0,1.195167371E0,1.358207624E0,2.085190294E0
8.900052662E1,-9.744623890E-1,1.305851655E0,1.208469787E0,2.028601666E0
8.901049663E1,-9.676503097E-1,1.513644742E0,1.324154609E0,2.231782462E0
8.902046662E1,-1.011523504E0,1.657407310E0,1.347880272E0,2.363675108E0
8.903043663E1,-1.130808311E0,1.588373913E0,1.314227207E0,2.351351159E0
8.904040662E1,-1.234191104E0,1.352944545E0,1.332744169E0,2.264926852E0
8.905037663E1,-1.132954751E0,1.023559778E0,1.420509707E0,2.085451729E0
8.906034662E1,-8.518066619E-1,7.047450221E-1,1.402621905E0,1.785941864E0
8.907031663E1,-5.536446373E-1,3.817705572E-1,1.261696991E0,1.429737892E0
8.908028563E1,-3.043330298E-1,7.531447649E-2,9.646419903E-1,1.014310127E0
8.909025562E1,-5.581795916E-2,-2.019026023E-1,4.685186791E-1,5.132154110E-1
8.910022563E1,1.418875849E-1,-5.585348099E-1,-5.037259340E-2,5.784726604E-1
8.911019562E1,3.428952708E-1,-8.936937028E-1,-2.204376181E-1,9.822720319E-1
8.912016563E1,4.930850248E-1,-1.223093088E0,-1.523060075E-1,1.327511455E0
8.913013562E1,5.518738811E-1,-1.533169180E0,-8.290891327E-2,1.631577888E0
8.914010563E1,4.147375245E-1,-1.859014628E0,-3.484238863E-2,1.905034539E0
8.915007562E1,2.207885972E-1,-2.135168098E0,-1.648922123E-2,2.146616479E0
8.916004462E1,4.940407522E-2,-2.355447915E0,9.952304564E-2,2.358067106E0
8.917001463E1,-2.027085679E-1,-2.579111515E0,2.614290118E-1,2.600240777E0
8.917998462E1,-4.410772575E-1,-2.635657598E0,4.784344240E-1,2.714800107E0
8.918995463E1,-6.651511129E-1,-2.480393558E0,6.963297093E-1,2.660761783E0
8.919992462E1,-8.695326423E-1,-2.088917792E0,7.617857802E-1,2.387463535E0
8.920989463E1,-9.894288491E-1,-1.663282008E0,6.508208299E-1,2.041823753E0
8.921986462E1,-1.104660440E0,-1.282316612E0,3.726769308E-1,1.733060494E0
8.922983463E1,-1.147140096E0,-8.981124437E-1,-3.570313532E-2,1.457330119E0
8.923980462E1,-1.099610784E0,-5.458609700E-1,-4.868485673E-1,1.320654990E0
8.924977362E1,-1.038321147E0,-2.722036761E-1,-6.626392221E-1,1.261465966E0
8.925974363E1,-9.429407072E-1,-1.416113770E-1,-3.828662888E-1,1.027510367E0
8.926971362E1,-8.731856172E-1,-1.339959633E-1,-1.145457852E-1,8.908023221E-1
8.927968363E1,-8.778652170E-1,-1.854918069E-1,-1.307624348E-1,9.067267306E-1
8.928965362E1,-9.536503943E-1,-3.063648641E-1,-7.816906890E-2,1.004698416E0
8.929962363E1,-1.006325914E0,-4.282927591E-1,-1.366786659E-1,1.102183102E0
8.930959362E1,-1.087303711E0,-5.736334902E-1,-2.486797428E-1,1.254243340E0
8.931956363E1,-1.055100024E0,-7.021196222E-1,-4.290265846E-1,1.338010402E0
8.932953362E1,-9.465757750E-1,-8.523644131E-1,-7.357574844E-1,1.471009812E0
8.933950262E1,-9.158814012E-1,-1.035685149E0,-9.860393643E-1,1.698162565E0
8.934947263E1,-9.892708281E-1,-1.171281495E0,-1.071920929E0,1.870714192E0
8.935944262E1,-1.060495104E0,-1.253614385E0,-1.119903181E0,1.987556798E0
8.936941263E1,-1.036884486E0,-1.194424190E0,-9.886074615E-1,1.865240814E0
8.937938262E1,-1.028044958E0,-1.058983964E0,-6.158919024E-1,1.599264302E0
8.938935263E1,-1.068817300E0,-8.081273031E-1,-2.550344968E-1,1.363995144E0
8.939932262E1,-1.105215779E0,-4.886927426E-1,-1.314535940E-1,1.215566766E0
8.940929263E1,-1.164859644E0,-2.414584315E-1,-2.236969292E-1,1.210471182E0
8.941926163E1,-1.099556917E0,-4.573107362E-2,-3.486566055E-1,1.154416811E0
8.942923162E1,-1.078309012E0,2.684140956E-1,-2.434827010E-1,1.137576493E0
8.943920163E1,-9.294229679E-1,5.960236484E-1,-1.352648091E-1,1.112370357E0
8.944917162E1,-7.767363797E-1,9.937290376E-1,-8.704983830E-2,1.264276267E0
8.945914146E1,-7.007420182E-1,1.268876202E0,-3.829131031E-1,1.499236018E0
8.946911146E1,-6.713132742E-1,1.369969883E0,-8.162701356E-1,1.730253139E0
8.947908146E1,-5.870353085E-1,1.442332685E0,-1.123203349E0,1.920031195E0
8.948905146E1,-5.306522159E-1,1.479992847E0,-1.232713512E0,1.997887185E0
8.949902146E1,-4.758088414E-1,1.402528349E0,-1.305237697E0,1.974113794E0
8.950899046E1,-3.566944805E-1,1.340893434E0,-1.459888365E0,2.014075518E0
8.951896046E1,-5.867330074E-2,1.444997846E0,-1.264325899E0,1.920932406E0
8.952893046E1,2.586948538E-1,1.792810698E0,-6.677964664E-1,1.930555709E0
8.953890046E1,5.383569458E-1,2.497846327E0,-1.601131368E-1,2.560214970E0
8.954887046E1,6.393712507E-1,3.157898741E0,-7.712126613E-2,3.222897414E0
8.955884046E1,5.119010724E-1,3.578871955E0,-3.023864186E-1,3.627920165E0
8.956881046E1,5.208904356E-1,3.554457491E0,-1.427294377E-1,3.595256124E0
8.957878046E1,4.551228543E-1,2.814598770E0,2.478272188E-1,2.861908695E0
8.958875046E1,2.516521749E-1,1.726008598E0,4.325268010E-1,1.797084843E0
8.959871946E1,1.445753306E-2,5.691486758E-1,6.623410872E-1,8.734042313E-1
8.960868946E1,-1.592954037E-1,-2.543614823E-1,1.496488573E0,1.526287273E0
8.961865946E1,-4.431218827E-1,-8.495595038E-1,2.640445883E0,2.808925563E0
8.962862946E1,-7.116963382E-1,-1.232734562E0,3.228460600E0,3.528328787E0
8.963859946E1,-7.630762607E-1,-1.130055701E0,2.954741911E0,3.254198984E0
8.964856946E1,-3.416899404E-1,-5.000252312E-1,2.067901729E0,2.154760963E0
8.965853946E1,3.914560314E-1,4.433586949E-1,1.103706466E0,1.252187175E0
8.966850946E1,1.100815676E0,1.436781923E0,5.424603025E-1,1.889550377E0
8.967847846E1,1.625821820E0,2.195835884E0,5.471392445E-1,2.786458895E0
8.968844846E1,1.772261536E0,2.681709099E0,9.758313683E-1,3.359273955E0
8.969841846E1,1.667430607E0,2.517525716E0,1.170819565E0,3.238684766E0
8.970838846E1,1.488279959E0,1.897419725E0,8.697651422E-1,2.563526917E0
8.971835846E1,1.181117827E0,9.790373236E-1,4.094244520E-1,1.587822970E0
8.972832846E1,9.043696953E-1,1.280815047E-1,3.245988214E-1,9.693574225E-1
8.973829846E1,4.026031633E-1,-5.987116134E-1,3.050071406E-1,7.833098103E-1
8.974826846E1,-2.077794926E-1,-1.073572183E0,4.123140728E-1,1.168645559E0
8.975823846E1,-7.732086083E-1,-1.288080212E0,5.684733224E-1,1.606288923E0
8.976820746E1,-1.299411678E0,-1.453143602E0,4.648828804E-1,2.004049183E0
8.977817746E1,-1.586439946E0,-1.512307484E0,1.829371583E-1,2.199393469E0
8.978814746E1,-1.625525951E0,-1.620389172E0,4.142635345E-2,2.295585292E0
8.979811746E1,-1.465535168E0,-1.712739512E0,3.177954398E-2,2.254391249E0
8.980808746E1,-1.252726192E0,-1.807059193E0,1.125541504E-1,2.201693502E0
8.981805746E1,-1.100477853E0,-1.919654932E0,3.029418310E-1,2.233360767E0
8.982802746E1,-9.992241047E-1,-2.057798325E0,5.689667543E-1,2.357266622E0
8.983799746E1,-1.008774070E0,-2.161606284E0,7.733504033E-1,2.507635878E0
8.984796646E1,-1.001138702E0,-2.094894816E0,8.489443767E-1,2.472158883E0
8.985793646E1,-8.635254322E-1,-1.883374128E0,8.036050665E-1,2.222286071E0
8.986790646E1,-5.646410573E-1,-1.550596222E0,5.760735333E-1,1.747864091E0
8.987787646E1,-2.569919984E-1,-1.417735788E0,3.536197221E-1,1.483599191E0
8.988784646E1,7.251563363E-2,-1.245261052E0,3.710635744E-2,1.247922468E0
8.989781646E1,3.889052566E-1,-9.993932354E-1,-3.329438945E-1,1.122891702E0
8.990778646E1,6.105526637E-1,-7.464181280E-1,-5.015647666E-1,1.086959885E0
8.991775646E1,7.939675395E-1,-5.412931252E-1,-4.974085291E-1,1.082034170E0
8.992772546E1,8.826358871E-1,-3.367107439E-1,-4.543110415E-1,1.048245561E0
8.993769546E1,1.024449066E0,-8.319184542E-2,-5.402780120E-1,1.161170574E0
8.994766546E1,1.269711769E0,4.379506052E-2,-7.530827844E-1,1.476895279E0
8.995763546E1,1.444163594E0,1.028484303E-1,-8.872717059E-1,1.698068717E0
8.996760546E1,1.383093081E0,-5.753718674E-2,-8.768601537E-1,1.638639902E0
8.997757546E1,1.131243855E0,-4.415062970E-1,-9.681281734E-1,1.553033364E0
8.998754546E1,9.369297695E-1,-7.750841027E-1,-1.155444896E0,1.677392520E0
8.999751546E1,8.011274551E-1,-1.019231084E0,-1.267599170E0,1.813131230E0
9.000748546E1,6.794296481E-1,-1.118433775E0,-1.085879402E0,1.700486058E0
9.001745446E1,5.700930011E-1,-1.046207213E0,-6.345398426E-1,1.349887542E0
9.002742446E1,3.590935200E-1,-8.997268599E-1,-3.961839072E-1,1.046622313E0
9.003739446E1,6.747416429E-2,-6.846949196E-1,-3.774576509E-1,7.847510267E-1
9.004736446E1,-1.078635871E-1,-4.890459144E-1,-4.435194568E-1,6.689618587E-1
9.005733446E1,-2.285666366E-1,-3.734242415E-1,-3.651199893E-1,5.700885704E-1
9.006730446E1,-3.804395116E-1,-3.448968458E-1,-7.106121182E-2,5.183992208E-1
9.007727446E1,-4.217430004E-1,-1.872103035E-1,2.915651958E-2,4.623472275E-1
9.008724446E1,-2.285485102E-1,1.404834491E-1,-2.773275546E-1,3.858504808E-1
9.009721346E1,3.013362586E-2,5.573846626E-1,-7.202670407E-1,9.112465679E-1
9.010718346E1,3.036663010E-1,1.002647211E0,-1.096756393E0,1.516703411E0
9.011715346E1,6.102217843E-1,1.475570598E0,-1.253514397E0,2.030019103E0
9.012712346E1,9.794527683E-1,1.893809654E0,-1.202725482E0,2.447936134E0
9.013709346E1,1.253820353E0,2.188651995E0,-1.278172106E0,2.827717624E0
9.014706346E1,1.354466283E0,2.344570924E0,-1.578501474E0,3.134207816E0
9.015703346E1,1.402081037E0,2.262620443E0,-1.739546657E0,3.179827837E0
9.016700346E1,1.440801299E0,2.165954858E0,-1.510165064E0,3.007967312E0
9.017697346E1,1.373439621E0,2.236938887E0,-1.165716115E0,2.872129182E0
9.018694246E1,1.187581997E0,2.310831320E0,-9.327700603E-1,2.760498574E0
9.019691246E1,8.848312973E-1,2.430223863E0,-5.855939698E-1,2.651760688E0
9.020688246E1,5.629190522E-1,2.464709571E0,-2.272707474E-1,2.538370170E0
9.021685246E1,2.379234973E-1,2.300066596E0,-8.429813862E-2,2.313875561E0
9.022682246E1,-3.106632985E-2,1.849024075E0,-1.613422946E-1,1.856309910E0
9.023679246E1,-2.853291404E-1,1.294703938E0,-3.310116090E-2,1.326185015E0
9.024676246E1,-4.827696593E-1,7.929029077E-1,4.982727476E-1,1.053583075E0
9.025673246E1,-6.228966475E-1,3.915874475E-1,1.170144796E0,1.382237247E0
9.026670146E1,-7.244559860E-1,2.948370785E-1,1.591578187E0,1.773382785E0
9.027667146E1,-8.931343435E-1,3.547616833E-1,1.546416632E0,1.820700197E0
9.028664146E1,-1.014205475E0,5.686481541E-1,1.332103314E0,1.768183449E0
9.029661146E1,-1.101552133E0,8.775846237E-1,1.278801266E0,1.902341860E0
9.030658146E1,-1.140030466E0,1.159702254E0,1.543960655E0,2.242407922E0
9.031655146E1,-1.198847901E0,1.381237468E0,1.718348161E0,2.509536538E0
9.032652146E1,-1.326282411E0,1.519448104E0,1.757048542E0,2.674877036E0
9.033649146E1,-1.475702160E0,1.581866546E0,1.645242763E0,2.717870928E0
9.034646146E1,-1.565497851E0,1.426446970E0,1.304082288E0,2.487200251E0
9.035643046E1,-1.478019558E0,1.077461166E0,1.063331442E0,2.115688572E0
9.036640046E1,-1.166419608E0,6.340784973E-1,9.567951731E-1,1.636474029E0
9.037637046E1,-7.388036645E-1,2.216182441E-1,8.034238759E-1,1.113748367E0
9.038634046E1,-2.503576744E-1,-2.491674006E-2,5.997384576E-1,6.503737591E-1
9.039631046E1,2.493019596E-1,-3.177265888E-1,5.842491102E-1,7.102455034E-1
9.040628046E1,5.736986136E-1,-7.661062878E-1,3.546265396E-1,1.020690416E0
9.041625046E1,7.810965753E-1,-1.095176475E0,2.515578154E-1,1.368504551E0
9.042622046E1,7.971081521E-1,-1.448329005E0,3.292486004E-1,1.685658018E0
9.043619046E1,5.823604596E-1,-1.732655128E0,5.223727047E-1,1.901081466E0
9.044615946E1,3.611564177E-1,-2.007146820E0,6.133096989E-1,2.129605856E0
9.045612958E1,1.660204326E-1,-2.153887959E0,4.169007019E-1,2.200136887E0
9.046609958E1,-4.825853258E-2,-2.194510320E0,-3.193153504E-2,2.195273116E0
9.047606958E1,-2.402315395E-1,-2.247087899E0,-2.373852245E-1,2.272326333E0
9.048603958E1,-3.935174672E-1,-2.296450678E0,-2.812662756E-1,2.346838817E0
9.049600958E1,-4.769144037E-1,-2.255174013E0,-2.964877474E-1,2.324040052E0
9.050597958E1,-4.700313538E-1,-2.046228440E0,-2.236583376E-1,2.111398436E0
9.051594958E1,-4.467848709E-1,-1.761769584E0,-1.151188123E-1,1.821181246E0
9.052591858E1,-4.387790094E-1,-1.524373798E0,-1.315670300E-1,1.591713661E0
9.053588858E1,-5.535746169E-1,-1.313556531E0,-1.163853192E-1,1.430182212E0
9.054585858E1,-7.534244080E-1,-1.146781077E0,-6.276518226E-2,1.373570036E0
9.055582858E1,-8.200208321E-1,-9.209633625E-1,-2.122866360E-1,1.251268675E0
9.056579858E1,-9.794700176E-1,-6.700786346E-1,-3.698691344E-1,1.243048699E0
9.057576858E1,-1.000573204E0,-4.250025308E-1,-4.996071919E-1,1.196403457E0
9.058573858E1,-1.016342706E0,-1.853210682E-1,-6.202749753E-1,1.205005161E0
9.059570858E1,-1.039521361E0,-9.416589975E-2,-6.573287809E-1,1.233512465E0
9.060567758E1,-9.497791721E-1,7.915726662E-2,-7.053987408E-1,1.185720765E0
9.061564758E1,-9.831952786E-1,1.570252222E-1,-6.991936755E-1,1.216635390E0
9.062561758E1,-8.754242237E-1,-4.453356385E-2,-7.114658117E-1,1.128952794E0
9.063558758E1,-7.350354995E-1,-3.325247222E-1,-7.236093092E-1,1.083725200E0
9.064555758E1,-6.394835173E-1,-5.552603692E-1,-1.077357670E0,1.370384178E0
9.065552758E1,-5.812614754E-1,-7.317369390E-1,-1.419735535E0,1.699691984E0
9.066549758E1,-5.171523106E-1,-8.587776393E-1,-1.306265638E0,1.646595112E0
9.067546758E1,-5.813949381E-1,-8.477585614E-1,-1.096140096E0,1.502743412E0
9.068543658E1,-7.160400885E-1,-6.722976530E-1,-8.444466984E-1,1.295294472E0
9.069540658E1,-9.072624591E-1,-4.053278196E-1,-7.348429799E-1,1.235884305E0
9.070537658E1,-1.064956603E0,-3.130236733E-1,-6.732659519E-1,1.298230884E0
9.071534658E1,-1.261547741E0,-4.433575255E-1,-6.662212265E-1,1.493960950E0
9.072531658E1,-1.243673972E0,-5.834363472E-1,-5.096117413E-1,1.465205462E0
9.073528658E1,-1.073485644E0,-5.192806971E-1,-1.863636267E-1,1.206961172E0
9.074525658E1,-8.677326500E-1,-1.454284394E-1,3.283328533E-2,8.804472770E-1
9.075522658E1,-7.591722210E-1,3.777769089E-1,7.704291344E-2,8.514654805E-1
9.076519658E1,-7.537397191E-1,9.551064241E-1,-1.765134072E-1,1.229434353E0
9.077516558E1,-7.889339639E-1,1.346593884E0,-6.449186504E-1,1.688683497E0
9.078513558E1,-7.345311771E-1,1.429973425E0,-1.063246000E0,1.927395160E0
9.079510558E1,-5.634039326E-1,1.303745488E0,-1.362372596E0,1.968053703E0
9.080507558E1,-2.717344370E-1,1.151765243E0,-1.518320761E0,1.925019666E0
9.081504558E1,1.001157340E-1,1.197120341E0,-1.500606621E0,1.922222802E0
9.082501558E1,4.893540627E-1,1.675071164E0,-1.187306959E0,2.110693871E0
9.083498558E1,6.927444890E-1,2.586589519E0,-5.409557408E-1,2.731844318E0
9.084495558E1,6.768352385E-1,3.583873079E0,-2.999802893E-1,3.659541004E0
9.085492458E1,2.854230613E-1,4.151286886E0,-5.397237325E-1,4.195944571E0
9.086489458E1,3.975595012E-2,4.307693473E0,-2.385675681E-1,4.314477729E0
9.087486458E1,9.592927381E-2,3.787314084E0,4.027831113E-1,3.809879871E0
9.088483458E1,3.589044356E-1,2.796717984E0,8.122226930E-1,2.934305638E0
9.089480458E1,3.538232052E-1,1.843889635E0,6.700207472E-1,1.993501354E0
9.090477458E1,1.488701105E-3,9.979536510E-1,6.451010835E-1,1.188305143E0
9.091474458E1,-5.105155747E-1,4.253375763E-1,9.828573096E-1,1.186400732E0
9.092471458E1,-1.052680958E0,1.250000221E-1,1.421744639E0,1.773448624E0
9.093468358E1,-1.412149943E0,-8.964951038E-3,1.638006248E0,2.162709481E0
9.094465358E1,-1.405060194E0,-1.684348941E-1,1.780791746E0,2.274595284E0
9.095462358E1,-1.168625836E0,-2.691537684E-1,1.848986653E0,2.203833419E0
9.096459358E1,-7.561400011E-1,-3.006205595E-1,1.954445865E0,2.117068507E0
9.097456358E1,-2.744362892E-1,-2.952604169E-1,1.999479951E0,2.039709309E0
9.098453358E1,1.509220447E-1,-1.535671788E-1,1.551276838E0,1.566148195E0
9.099450358E1,4.641579719E-1,6.126069367E-2,9.633673704E-1,1.071107924E0
9.100447358E1,6.499452093E-1,1.584127665E-1,7.979239118E-1,1.041252106E0
9.101444358E1,7.855386320E-1,8.030449033E-2,9.429067934E-1,1.229875187E0
9.102441258E1,8.588575999E-1,-9.354551017E-2,1.148555707E0,1.437208179E0
9.103438258E1,1.162907551E0,-2.745332068E-1,1.079124699E0,1.610041170E0
9.104435258E1,1.369518039E0,-3.435332751E-1,6.101452589E-1,1.538139138E0
9.105432258E1,1.291776676E0,-5.399172753E-1,2.077550805E-1,1.415400939E0
9.106429258E1,9.893407754E-1,-8.765783179E-1,6.191850543E-2,1.323260601E0
9.107426258E1,5.220326161E-1,-1.079433432E0,1.426942813E-1,1.207499997E0
9.108423258E1,-3.457042001E-2,-1.012702083E0,2.042537677E-1,1.033673171E0
9.109420258E1,-5.017967914E-1,-8.456184804E-1,2.628942875E-1,1.017833012E0
9.110417158E1,-9.521086297E-1,-7.578997207E-1,2.240653038E-1,1.237387607E0
9.111414158E1,-1.317000249E0,-7.751314652E-1,1.311086082E-1,1.533788744E0
9.112411158E1,-1.478342470E0,-9.071586710E-1,1.467803156E-1,1.740683135E0
9.113408158E1,-1.384878967E0,-1.101198522E0,2.351399302E-1,1.784886194E0
9.114405158E1,-1.150205937E0,-1.369958773E0,3.057076371E-1,1.814722540E0
9.115402158E1,-9.378061941E-1,-1.610161223E0,3.671607041E-1,1.899185774E0
9.116399158E1,-7.953407581E-1,-1.745682725E0,3.510177112E-1,1.950176538E0
9.117396158E1,-7.155832748E-1,-1.778466309E0,2.552531644E-1,1.933948296E0
9.118393058E1,-6.595556199E-1,-1.721313284E0,1.925453031E-1,1.853377115E0
9.119390058E1,-5.403330854E-1,-1.595457814E0,1.911513634E-1,1.695282963E0
9.120387058E1,-3.323965220E-1,-1.520606437E0,2.262030458E-1,1.572863377E0
9.121384058E1,-1.215606167E-1,-1.436397176E0,1.555710196E-2,1.441615710E0
9.122381058E1,8.000014275E-3,-1.362008899E0,-4.253334832E-1,1.426899020E0
9.123378058E1,6.266241744E-2,-1.249310834E0,-5.907196391E-1,1.383348774E0
9.124375058E1,1.701071978E-1,-1.150920905E0,-5.431361675E-1,1.283959612E0
9.125372058E1,3.006266990E-1,-1.020726217E0,-5.009391510E-1,1.176094578E0
9.126369058E1,4.138819306E-1,-8.587910879E-1,-4.113691628E-1,1.038289446E0
9.127365958E1,6.085262380E-1,-6.560727990E-1,-4.953889740E-1,1.022812757E0
9.128362958E1,8.719681538E-1,-4.162977809E-1,-6.423248255E-1,1.160264403E0
9.129359958E1,1.040632917E0,-2.829415029E-1,-8.880143023E-1,1.396976078E0
9.130356958E1,1.067191482E0,-1.940345889E-1,-1.105793849E0,1.548976151E0
9.131353958E1,9.316642056E-1,-1.986228991E-1,-1.225897998E0,1.552506087E0
9.132350958E1,7.475485410E-1,-2.031270093E-1,-1.330523397E0,1.539604466E0
9.133347958E1,5.735552106E-1,-2.648981649E-1,-1.376059758E0,1.514158867E0
9.134344958E1,4.539759960E-1,-3.549026012E-1,-1.266626194E0,1.391543020E0
9.135341858E1,3.708521976E-1,-4.181846774E-1,-1.000429362E0,1.145979356E0
9.136338858E1,2.824553800E-1,-4.667007798E-1,-7.601707792E-1,9.356549969E-1
9.137335858E1,9.761743806E-2,-4.311333364E-1,-5.103683710E-1,6.751895972E-1
9.138332858E1,-1.806723855E-2,-2.891594321E-1,-2.627680242E-1,3.911350621E-1
9.139329858E1,-8.420787223E-2,-1.358775973E-2,-1.413429898E-1,1.650861403E-1
9.140326858E1,4.808457792E-3,4.340972900E-1,-1.925862336E-1,4.749242422E-1
9.141323858E1,1.711926603E-1,1.001899352E0,-5.000480354E-1,1.132765323E0
9.142320858E1,3.431698707E-1,1.487590134E0,-9.207785904E-1,1.782841322E0
9.143317758E1,5.855537702E-1,1.875316080E0,-1.250002559E0,2.328559644E0
9.144314758E1,8.693077438E-1,2.289137565E0,-1.260888906E0,2.754212697E0
9.145311758E1,1.127261828E0,2.570383961E0,-1.166675059E0,3.039526876E0
9.146308775E1,1.300464031E0,2.730319927E0,-1.317474750E0,3.298726014E0
9.147305775E1,1.387107780E0,2.626878589E0,-1.546366346E0,3.349001043E0
9.148302775E1,1.400708842E0,2.290493535E0,-1.659617558E0,3.156370753E0
9.149299775E1,1.470332954E0,2.047162825E0,-1.349552575E0,2.859028993E0
9.150296775E1,1.437848748E0,2.013592206E0,-7.951862454E-1,2.598900490E0
9.151293675E1,1.220182929E0,2.024589064E0,-6.354613638E-1,2.447778259E0
